id,student_skills,student_fields_of_study,project_prefered_skills,project_prefered_fields_of_study,match_persentage
649,"['Kubernetes', 'Python', 'Machine Learning', 'Docker', 'HTML']",Data Science,"['Python', 'React', 'AWS', 'Java', 'SQL']",['Data Science'],44.0
650,"['Python', 'Kubernetes', 'Machine Learning']",Computer Science,"['SQL', 'Java', 'Python', 'React', 'C#', 'HTML']",['Data Science'],11.67
651,"['AWS', 'Data Analysis']",Computer Science,"['Docker', 'SQL', 'Data Analysis', 'CSS', 'TensorFlow', 'AWS']",['Electrical Engineering'],23.33
652,"['Data Analysis', 'SQL', 'Python', 'Kubernetes', 'AWS']",Computer Science,"['Java', 'HTML', 'Python', 'Spring Boot', 'AWS', 'Machine Learning']","['AI/ML', 'Mathematics']",23.33
653,"['Machine Learning', 'React']",Computer Science,"['SQL', 'Data Analysis', 'Docker', 'Python', 'Machine Learning']","['Physics', 'AI/ML', 'Mathematics']",14.0
654,"['Machine Learning', 'AWS']",Data Science,"['AWS', 'Spring Boot', 'C#', 'Docker']","['Data Science', 'Physics']",47.5
655,"['SQL', 'C#']",Mathematics,"['AWS', 'TensorFlow', 'Java', 'HTML', 'React']","['Mechanical Engineering', 'Physics', 'Computer Science']",0.0
656,"['Spring Boot', 'HTML']",Mathematics,"['SQL', 'Machine Learning', 'Python', 'Kubernetes']","['Computer Science', 'Software Engineering', 'AI/ML']",0.0
657,"['Machine Learning', 'Docker', 'Java', 'Data Analysis']",Mechanical Engineering,"['Machine Learning', 'CSS', 'AWS', 'Spring Boot']","['Electrical Engineering', 'Mechanical Engineering', 'Data Science']",47.5
658,"['C#', 'HTML', 'Spring Boot', 'Python']",Mechanical Engineering,"['HTML', 'SQL', 'Data Analysis', 'Docker']","['Electrical Engineering', 'Computer Science', 'Software Engineering']",17.5
659,"['Spring Boot', 'AWS']",Mechanical Engineering,"['CSS', 'Python', 'Docker']","['AI/ML', 'Mechanical Engineering', 'Software Engineering']",30.0
660,"['Machine Learning', 'SQL', 'AWS', 'Python']",Data Science,"['React', 'Data Analysis', 'Python', 'SQL', 'TensorFlow']","['Computer Science', 'Electrical Engineering', 'AI/ML']",28.0
661,"['Spring Boot', 'SQL']",Software Engineering,"['Kubernetes', 'Data Analysis', 'TensorFlow', 'Docker', 'CSS']","['Mechanical Engineering', 'Electrical Engineering']",0.0
662,"['Machine Learning', 'React']",AI/ML,"['CSS', 'C#', 'Python', 'SQL']",['Data Science'],0.0
663,"['Machine Learning', 'Python', 'Data Analysis', 'Spring Boot']",Physics,"['Machine Learning', 'AWS', 'Python', 'TensorFlow', 'CSS', 'Java']","['Mechanical Engineering', 'Mathematics', 'Data Science']",23.33
664,"['Java', 'Spring Boot', 'Python', 'SQL', 'Data Analysis']",Electrical Engineering,"['Java', 'Data Analysis', 'C#']",['Physics'],46.67
665,"['C#', 'Java', 'TensorFlow', 'React']",AI/ML,"['Java', 'Python', 'SQL', 'CSS']","['Software Engineering', 'AI/ML', 'Mechanical Engineering']",47.5
666,"['C#', 'React', 'Docker', 'SQL', 'Spring Boot']",Data Science,"['Data Analysis', 'CSS', 'SQL', 'Python', 'Kubernetes']",['Electrical Engineering'],14.0
667,"['SQL', 'HTML', 'Python']",Mathematics,"['AWS', 'Machine Learning', 'Python', 'CSS', 'C#']","['Computer Science', 'Mathematics', 'Data Science']",44.0
668,"['Java', 'Kubernetes', 'AWS']",Data Science,"['SQL', 'Machine Learning', 'Spring Boot', 'AWS', 'TensorFlow']","['Mathematics', 'Computer Science']",14.0
669,"['Spring Boot', 'Java', 'React', 'C#']",Mathematics,"['HTML', 'Spring Boot', 'React']","['AI/ML', 'Mathematics']",76.67
670,"['HTML', 'Data Analysis', 'AWS', 'Docker']",Electrical Engineering,"['Docker', 'Kubernetes', 'CSS', 'SQL', 'Machine Learning']",['Mechanical Engineering'],14.0
671,"['HTML', 'Docker', 'Spring Boot', 'TensorFlow', 'SQL']",Electrical Engineering,"['C#', 'CSS', 'Java', 'AWS']","['Data Science', 'Electrical Engineering', 'Mechanical Engineering']",30.0
672,"['HTML', 'Machine Learning', 'Docker', 'Spring Boot', 'SQL']",Data Science,"['SQL', 'Python', 'Kubernetes', 'React']","['AI/ML', 'Mechanical Engineering', 'Computer Science']",17.5
673,"['Kubernetes', 'Python']",Physics,"['SQL', 'Machine Learning', 'TensorFlow', 'Python', 'C#', 'AWS']",['Physics'],41.67
674,"['Java', 'Python', 'Docker', 'HTML', 'Kubernetes']",Data Science,"['React', 'Java', 'Machine Learning', 'C#', 'SQL', 'Python']",['Physics'],23.33
675,"['CSS', 'HTML']",Mechanical Engineering,"['Python', 'Spring Boot', 'TensorFlow', 'Java', 'React', 'Docker']","['Software Engineering', 'Data Science']",0.0
676,"['Docker', 'Machine Learning']",Computer Science,"['TensorFlow', 'CSS', 'React', 'Spring Boot', 'Docker']","['Physics', 'Data Science']",14.0
677,"['Data Analysis', 'Java']",Electrical Engineering,"['Spring Boot', 'React', 'Python']","['Mathematics', 'Mechanical Engineering']",0.0
678,"['Docker', 'Spring Boot', 'Java', 'Data Analysis', 'AWS']",Software Engineering,"['Java', 'CSS', 'Data Analysis', 'Machine Learning']",['Electrical Engineering'],35.0
679,"['HTML', 'SQL', 'Data Analysis', 'React']",Physics,"['Kubernetes', 'Spring Boot', 'CSS', 'SQL', 'AWS', 'Docker']","['Data Science', 'Mechanical Engineering', 'Mathematics']",11.67
680,"['Docker', 'SQL']",AI/ML,"['Machine Learning', 'Data Analysis', 'CSS', 'C#', 'Kubernetes', 'TensorFlow']",['Physics'],0.0
681,"['C#', 'CSS', 'SQL']",Electrical Engineering,"['Docker', 'AWS', 'CSS', 'SQL']","['Mathematics', 'Computer Science', 'Mechanical Engineering']",35.0
682,"['SQL', 'CSS', 'AWS', 'Java', 'Spring Boot']",Electrical Engineering,"['Data Analysis', 'Spring Boot', 'Machine Learning', 'Java']","['Software Engineering', 'Data Science', 'Mathematics']",35.0
683,"['CSS', 'Python', 'AWS', 'Data Analysis']",Computer Science,"['Kubernetes', 'CSS', 'C#']","['Mathematics', 'Mechanical Engineering']",23.33
684,"['Data Analysis', 'Java', 'Kubernetes', 'HTML']",Mechanical Engineering,"['CSS', 'React', 'AWS', 'Spring Boot', 'Python']","['Electrical Engineering', 'Mathematics']",0.0
685,"['Kubernetes', 'HTML', 'Data Analysis', 'Machine Learning', 'SQL']",Data Science,"['Spring Boot', 'TensorFlow', 'Kubernetes']","['Software Engineering', 'Physics']",23.33
686,"['React', 'AWS', 'Spring Boot']",Software Engineering,"['React', 'Machine Learning', 'CSS', 'C#']","['Computer Science', 'AI/ML', 'Physics']",17.5
687,"['Kubernetes', 'SQL', 'CSS', 'AWS']",Computer Science,"['HTML', 'AWS', 'Spring Boot']",['Electrical Engineering'],23.33
688,"['Machine Learning', 'Spring Boot', 'Python', 'AWS', 'TensorFlow']",Mathematics,"['AWS', 'SQL', 'CSS', 'React']",['Mathematics'],47.5
689,"['HTML', 'SQL', 'Spring Boot', 'Data Analysis', 'Python']",Electrical Engineering,"['TensorFlow', 'Machine Learning', 'Spring Boot', 'Java']","['Software Engineering', 'Electrical Engineering']",47.5
690,"['React', 'Kubernetes', 'AWS', 'Machine Learning']",Mathematics,"['C#', 'Spring Boot', 'Machine Learning', 'Python', 'TensorFlow', 'Data Analysis']",['Mechanical Engineering'],11.67
691,"['Data Analysis', 'AWS']",AI/ML,"['Java', 'Data Analysis', 'HTML']","['Software Engineering', 'Electrical Engineering']",23.33
692,"['Kubernetes', 'Docker']",Physics,"['C#', 'TensorFlow', 'Kubernetes', 'Docker', 'Python']",['Physics'],58.0
693,"['Java', 'TensorFlow', 'HTML']",AI/ML,"['Docker', 'React', 'Python', 'HTML', 'C#']","['Data Science', 'Mathematics']",14.0
694,"['HTML', 'Java']",Software Engineering,"['Machine Learning', 'HTML', 'AWS', 'React']","['Data Science', 'Mechanical Engineering']",17.5
695,"['CSS', 'Data Analysis', 'Machine Learning']",Mechanical Engineering,"['Data Analysis', 'SQL', 'AWS', 'CSS', 'HTML']","['Data Science', 'Computer Science']",28.0
696,"['HTML', 'Data Analysis']",Data Science,"['SQL', 'Data Analysis', 'HTML']","['Mechanical Engineering', 'AI/ML', 'Software Engineering']",46.67
697,"['TensorFlow', 'Java', 'SQL', 'HTML', 'Data Analysis']",Mathematics,"['Data Analysis', 'AWS', 'CSS']","['Data Science', 'Physics', 'Electrical Engineering']",23.33
698,"['Kubernetes', 'AWS', 'CSS', 'HTML', 'Machine Learning']",Software Engineering,"['Java', 'TensorFlow', 'Python']","['Software Engineering', 'Mechanical Engineering', 'Mathematics']",30.0
699,"['TensorFlow', 'AWS', 'C#']",Computer Science,"['Kubernetes', 'Machine Learning', 'SQL']","['Electrical Engineering', 'Mechanical Engineering', 'Data Science']",0.0
700,"['TensorFlow', 'React', 'C#', 'Data Analysis']",Computer Science,"['Python', 'React', 'Data Analysis', 'Machine Learning']","['Mechanical Engineering', 'Computer Science']",65.0
701,"['C#', 'TensorFlow', 'Python']",Physics,"['Kubernetes', 'C#', 'Docker', 'CSS', 'Data Analysis', 'HTML']","['Physics', 'Computer Science']",41.67
702,"['React', 'Docker', 'Data Analysis', 'C#']",Mathematics,"['C#', 'Python', 'AWS', 'Docker']","['Mechanical Engineering', 'Data Science', 'Physics']",35.0
703,"['AWS', 'HTML']",Data Science,"['Python', 'AWS', 'SQL']","['Software Engineering', 'Computer Science', 'Data Science']",53.33
704,"['Kubernetes', 'Data Analysis', 'C#', 'Machine Learning', 'Docker']",Mathematics,"['Spring Boot', 'C#', 'Machine Learning', 'Data Analysis', 'Java', 'AWS']",['Electrical Engineering'],35.0
705,"['Spring Boot', 'Machine Learning', 'C#', 'Python', 'SQL']",Electrical Engineering,"['Kubernetes', 'C#', 'Data Analysis', 'SQL']","['Mechanical Engineering', 'Software Engineering']",35.0
706,"['SQL', 'Machine Learning']",Computer Science,"['React', 'Machine Learning', 'Spring Boot', 'CSS', 'SQL', 'C#']","['Data Science', 'Mechanical Engineering', 'Electrical Engineering']",23.33
707,"['HTML', 'Kubernetes', 'Machine Learning']",Physics,"['Python', 'AWS', 'Machine Learning', 'CSS', 'Java']","['AI/ML', 'Data Science', 'Computer Science']",14.0
708,"['Data Analysis', 'Machine Learning']",Electrical Engineering,"['AWS', 'HTML', 'C#', 'Kubernetes', 'Spring Boot']","['AI/ML', 'Electrical Engineering', 'Mechanical Engineering']",30.0
709,"['Kubernetes', 'TensorFlow']",Physics,"['TensorFlow', 'C#', 'React', 'Data Analysis', 'CSS']",['Data Science'],14.0
710,"['Docker', 'Java']",Electrical Engineering,"['AWS', 'Data Analysis', 'Java', 'Spring Boot', 'Kubernetes', 'HTML']","['Mechanical Engineering', 'AI/ML']",11.67
711,"['AWS', 'Docker', 'Machine Learning']",Electrical Engineering,"['C#', 'Java', 'TensorFlow']",['Mathematics'],0.0
712,"['AWS', 'Python', 'React', 'TensorFlow']",Data Science,"['HTML', 'Python', 'Spring Boot']","['Computer Science', 'Physics']",23.33
713,"['CSS', 'SQL', 'Java']",Electrical Engineering,"['Data Analysis', 'Kubernetes', 'Docker']","['AI/ML', 'Electrical Engineering']",30.0
714,"['Java', 'Data Analysis', 'Machine Learning', 'React']",AI/ML,"['Docker', 'Kubernetes', 'C#']","['Mathematics', 'Software Engineering']",0.0
715,"['Docker', 'Kubernetes', 'AWS']",Data Science,"['Spring Boot', 'Data Analysis', 'Docker', 'SQL', 'React']",['Software Engineering'],14.0
716,"['Docker', 'Python', 'C#']",Electrical Engineering,"['Kubernetes', 'Machine Learning', 'HTML', 'CSS', 'Data Analysis', 'React']",['Data Science'],0.0
717,"['CSS', 'React', 'Kubernetes']",Computer Science,"['TensorFlow', 'Docker', 'CSS', 'Python', 'SQL', 'Spring Boot']",['Electrical Engineering'],11.67
718,"['AWS', 'CSS', 'Python', 'React', 'Machine Learning']",AI/ML,"['React', 'Data Analysis', 'HTML', 'SQL']","['Software Engineering', 'Electrical Engineering']",17.5
719,"['Kubernetes', 'HTML', 'Machine Learning', 'CSS', 'AWS']",AI/ML,"['Spring Boot', 'C#', 'AWS', 'HTML', 'SQL', 'Machine Learning']","['AI/ML', 'Data Science']",65.0
720,"['React', 'Machine Learning', 'TensorFlow']",AI/ML,"['TensorFlow', 'SQL', 'CSS']",['Physics'],23.33
721,"['CSS', 'Machine Learning', 'Docker', 'Spring Boot']",Computer Science,"['TensorFlow', 'Spring Boot', 'React', 'Kubernetes']","['Mechanical Engineering', 'Mathematics']",17.5
722,"['Docker', 'React', 'HTML', 'Spring Boot', 'SQL']",Mechanical Engineering,"['Docker', 'SQL', 'Machine Learning', 'Data Analysis', 'Java']",['Physics'],28.0
723,"['Data Analysis', 'C#', 'Java', 'Kubernetes']",Physics,"['Spring Boot', 'HTML', 'Data Analysis', 'Python', 'Java', 'React']","['Data Science', 'Software Engineering']",23.33
724,"['AWS', 'Python', 'React', 'HTML', 'SQL']",Computer Science,"['React', 'Data Analysis', 'Machine Learning', 'CSS']",['AI/ML'],17.5
725,"['Data Analysis', 'CSS', 'HTML', 'C#']",AI/ML,"['Python', 'Machine Learning', 'Java', 'AWS', 'Data Analysis']","['AI/ML', 'Computer Science', 'Physics']",44.0
726,"['Machine Learning', 'Kubernetes', 'HTML', 'Spring Boot', 'SQL']",Physics,"['TensorFlow', 'CSS', 'Machine Learning', 'React']","['Mathematics', 'Data Science', 'Mechanical Engineering']",17.5
727,"['React', 'SQL']",Mechanical Engineering,"['Python', 'React', 'Kubernetes', 'HTML', 'Docker']","['Software Engineering', 'Physics', 'Mechanical Engineering']",44.0
728,"['HTML', 'Data Analysis', 'Spring Boot', 'Docker']",Physics,"['Kubernetes', 'Data Analysis', 'TensorFlow', 'HTML', 'React']","['Mechanical Engineering', 'Physics']",58.0
729,"['Kubernetes', 'SQL', 'Spring Boot', 'Python']",AI/ML,"['Docker', 'SQL', 'CSS', 'HTML', 'Kubernetes']","['Mechanical Engineering', 'Physics']",28.0
730,"['Docker', 'TensorFlow']",Electrical Engineering,"['TensorFlow', 'Machine Learning', 'Java']",['Physics'],23.33
731,"['C#', 'TensorFlow', 'Python', 'React']",Electrical Engineering,"['Python', 'CSS', 'Machine Learning', 'Kubernetes', 'Spring Boot', 'Java']","['Electrical Engineering', 'Physics']",41.67
732,"['Spring Boot', 'React']",AI/ML,"['HTML', 'AWS', 'React', 'Spring Boot']",['Data Science'],35.0
733,"['SQL', 'React', 'Docker']",Computer Science,"['Kubernetes', 'Spring Boot', 'AWS', 'C#', 'React', 'Java']","['Data Science', 'Mathematics', 'Physics']",11.67
734,"['Data Analysis', 'Python', 'React']",Mathematics,"['Docker', 'HTML', 'Machine Learning', 'Kubernetes', 'Python']","['Software Engineering', 'Mathematics']",44.0
735,"['React', 'AWS', 'Docker', 'HTML']",Software Engineering,"['SQL', 'Java', 'Docker', 'Data Analysis', 'Machine Learning', 'AWS']","['Software Engineering', 'Physics']",53.33
736,"['TensorFlow', 'React', 'Python']",Physics,"['React', 'Python', 'SQL']","['Computer Science', 'Physics', 'Software Engineering']",76.67
737,"['Data Analysis', 'SQL', 'Spring Boot']",Mechanical Engineering,"['C#', 'Kubernetes', 'CSS', 'Python']",['Data Science'],0.0
738,"['Java', 'CSS', 'C#']",AI/ML,"['React', 'Python', 'C#', 'Data Analysis']","['Mathematics', 'Software Engineering', 'Data Science']",17.5
739,"['Spring Boot', 'CSS', 'HTML', 'React', 'Machine Learning']",Data Science,"['Docker', 'Kubernetes', 'C#', 'Spring Boot', 'Java']",['Physics'],14.0
740,"['SQL', 'Docker']",Electrical Engineering,"['AWS', 'C#', 'Data Analysis', 'Kubernetes', 'Spring Boot', 'TensorFlow']","['Mechanical Engineering', 'Software Engineering']",0.0
741,"['React', 'Docker', 'Java']",Software Engineering,"['Machine Learning', 'C#', 'Python', 'TensorFlow']",['Mechanical Engineering'],0.0
742,"['Python', 'Java', 'Kubernetes']",Software Engineering,"['TensorFlow', 'Python', 'C#', 'Spring Boot', 'Kubernetes']","['Data Science', 'Mechanical Engineering', 'Mathematics']",28.0
743,"['Python', 'Java', 'CSS']",Computer Science,"['C#', 'AWS', 'Java', 'Python']",['Software Engineering'],35.0
744,"['Spring Boot', 'Data Analysis', 'Java', 'AWS']",Mechanical Engineering,"['Data Analysis', 'SQL', 'Python', 'TensorFlow', 'Kubernetes']","['Software Engineering', 'Electrical Engineering']",14.0
745,"['Data Analysis', 'C#', 'Kubernetes', 'CSS']",Computer Science,"['TensorFlow', 'CSS', 'HTML', 'React', 'AWS']",['Software Engineering'],14.0
746,"['AWS', 'React', 'Spring Boot', 'Java', 'Docker']",Mathematics,"['SQL', 'Docker', 'C#', 'Machine Learning', 'TensorFlow']","['Computer Science', 'Electrical Engineering']",14.0
747,"['CSS', 'Spring Boot', 'Java', 'Python']",Physics,"['Java', 'AWS', 'Kubernetes']",['AI/ML'],23.33
748,"['Java', 'React', 'HTML']",Software Engineering,"['Python', 'CSS', 'Spring Boot', 'AWS']",['Computer Science'],0.0
749,"['Data Analysis', 'Spring Boot', 'Machine Learning']",Computer Science,"['Java', 'Machine Learning', 'Data Analysis', 'Spring Boot', 'Docker', 'C#']","['Mechanical Engineering', 'Computer Science', 'Software Engineering']",65.0
750,"['AWS', 'TensorFlow']",AI/ML,"['HTML', 'Spring Boot', 'TensorFlow', 'SQL', 'CSS', 'Python']","['Computer Science', 'Data Science']",11.67
751,"['Spring Boot', 'HTML', 'TensorFlow', 'React']",Software Engineering,"['Spring Boot', 'Kubernetes', 'SQL']","['Mechanical Engineering', 'Electrical Engineering']",23.33
752,"['Python', 'AWS', 'CSS', 'Kubernetes', 'Java']",Physics,"['CSS', 'Docker', 'Python', 'HTML']","['Mathematics', 'Software Engineering']",35.0
753,"['C#', 'SQL', 'TensorFlow', 'Machine Learning', 'CSS']",Computer Science,"['AWS', 'Kubernetes', 'React', 'CSS', 'Docker']","['Mechanical Engineering', 'Physics', 'Software Engineering']",14.0
754,"['React', 'C#', 'CSS']",Mathematics,"['SQL', 'Java', 'Kubernetes', 'HTML', 'Data Analysis', 'CSS']","['AI/ML', 'Mechanical Engineering']",11.67
755,"['CSS', 'Python', 'TensorFlow', 'React', 'Java']",AI/ML,"['HTML', 'Kubernetes', 'React', 'Machine Learning']",['Data Science'],17.5
756,"['Java', 'AWS']",Mechanical Engineering,"['Java', 'SQL', 'TensorFlow', 'Kubernetes', 'CSS', 'Machine Learning']","['Electrical Engineering', 'Physics']",11.67
757,"['React', 'AWS', 'Data Analysis', 'Python']",Physics,"['SQL', 'Kubernetes', 'React']","['Software Engineering', 'Computer Science', 'Physics']",53.33
758,"['Spring Boot', 'Kubernetes']",Electrical Engineering,"['Kubernetes', 'HTML', 'C#', 'Java', 'Spring Boot']",['Computer Science'],28.0
759,"['Java', 'AWS', 'TensorFlow', 'CSS', 'C#']",Computer Science,"['C#', 'SQL', 'Machine Learning', 'Spring Boot', 'React']","['Physics', 'AI/ML']",14.0
760,"['AWS', 'Docker', 'Data Analysis', 'C#', 'Machine Learning']",Mechanical Engineering,"['Kubernetes', 'Data Analysis', 'TensorFlow', 'Docker', 'Machine Learning', 'C#']","['Software Engineering', 'Mathematics', 'Computer Science']",46.67
761,"['C#', 'Kubernetes', 'React', 'Spring Boot']",AI/ML,"['Machine Learning', 'Python', 'HTML']",['AI/ML'],30.0
762,"['Docker', 'SQL', 'C#']",Computer Science,"['Java', 'Spring Boot', 'SQL', 'CSS']",['Mathematics'],17.5
763,"['CSS', 'SQL', 'Spring Boot', 'TensorFlow', 'Kubernetes']",Data Science,"['Machine Learning', 'Docker', 'Java', 'C#', 'TensorFlow']","['Data Science', 'AI/ML']",44.0
764,"['Python', 'SQL']",Mathematics,"['HTML', 'Machine Learning', 'Python']","['Mechanical Engineering', 'Electrical Engineering', 'Data Science']",23.33
765,"['Data Analysis', 'Docker', 'AWS', 'HTML', 'Python']",Software Engineering,"['CSS', 'React', 'SQL']","['Mathematics', 'AI/ML', 'Physics']",0.0
766,"['Docker', 'Kubernetes', 'Machine Learning']",Mathematics,"['Data Analysis', 'C#', 'React', 'Java', 'Kubernetes', 'AWS']","['Electrical Engineering', 'Data Science', 'Mechanical Engineering']",11.67
767,"['Spring Boot', 'SQL', 'Kubernetes', 'HTML', 'React']",Physics,"['React', 'Kubernetes', 'CSS', 'Java', 'Spring Boot', 'C#']","['Software Engineering', 'Computer Science', 'Physics']",65.0
768,"['SQL', 'AWS', 'Spring Boot']",Mathematics,"['AWS', 'Spring Boot', 'Docker']","['Computer Science', 'Software Engineering']",46.67
769,"['C#', 'Spring Boot', 'CSS']",Electrical Engineering,"['C#', 'AWS', 'Python', 'SQL', 'Spring Boot']",['Electrical Engineering'],58.0
770,"['Spring Boot', 'Data Analysis', 'React']",Software Engineering,"['Kubernetes', 'SQL', 'Data Analysis']",['Physics'],23.33
771,"['C#', 'Spring Boot']",AI/ML,"['Python', 'C#', 'SQL', 'Kubernetes', 'CSS', 'AWS']","['Electrical Engineering', 'Computer Science', 'AI/ML']",41.67
772,"['Spring Boot', 'React', 'Kubernetes', 'AWS']",Mechanical Engineering,"['Python', 'Kubernetes', 'C#', 'SQL', 'CSS']","['Software Engineering', 'Mathematics', 'AI/ML']",14.0
773,"['SQL', 'Docker', 'React', 'HTML', 'TensorFlow']",Software Engineering,"['HTML', 'Java', 'CSS']","['Electrical Engineering', 'Computer Science']",23.33
774,"['Docker', 'Machine Learning']",Electrical Engineering,"['React', 'Python', 'Spring Boot', 'SQL', 'Docker']","['AI/ML', 'Electrical Engineering', 'Physics']",44.0
775,"['C#', 'Data Analysis', 'Kubernetes']",Physics,"['C#', 'AWS', 'Spring Boot', 'SQL', 'CSS', 'Java']","['AI/ML', 'Physics', 'Computer Science']",41.67
776,"['AWS', 'Docker']",Mathematics,"['Python', 'Java', 'CSS', 'Kubernetes']","['Mathematics', 'Data Science', 'Software Engineering']",30.0
777,"['Data Analysis', 'C#']",AI/ML,"['Data Analysis', 'SQL', 'Python', 'React', 'CSS', 'C#']",['Software Engineering'],23.33
778,"['Machine Learning', 'TensorFlow']",Electrical Engineering,"['CSS', 'Data Analysis', 'Python', 'SQL', 'Machine Learning']","['Mathematics', 'Mechanical Engineering']",14.0
779,"['TensorFlow', 'HTML', 'SQL', 'AWS']",Physics,"['Spring Boot', 'TensorFlow', 'CSS', 'Machine Learning', 'React', 'SQL']","['Computer Science', 'Physics']",53.33
780,"['Data Analysis', 'Kubernetes', 'HTML', 'Java', 'C#']",Computer Science,"['CSS', 'Docker', 'Kubernetes', 'Machine Learning']","['Mechanical Engineering', 'Data Science', 'Software Engineering']",17.5
781,"['Docker', 'Machine Learning', 'Python']",Electrical Engineering,"['Spring Boot', 'React', 'SQL', 'Docker', 'Java']",['Electrical Engineering'],44.0
782,"['Spring Boot', 'SQL', 'Python']",Mathematics,"['AWS', 'Data Analysis', 'CSS', 'HTML', 'SQL']",['Electrical Engineering'],14.0
783,"['Spring Boot', 'Python', 'C#', 'SQL', 'HTML']",Mechanical Engineering,"['HTML', 'Python', 'Kubernetes', 'Java']","['Physics', 'AI/ML']",35.0
784,"['Kubernetes', 'TensorFlow', 'Docker']",Electrical Engineering,"['Kubernetes', 'React', 'CSS', 'Machine Learning', 'AWS', 'SQL']","['AI/ML', 'Computer Science']",11.67
785,"['Java', 'C#', 'SQL', 'Data Analysis', 'Python']",Mathematics,"['TensorFlow', 'Docker', 'CSS']","['Physics', 'Mathematics']",30.0
786,"['C#', 'HTML', 'Kubernetes', 'TensorFlow']",Mathematics,"['C#', 'TensorFlow', 'AWS', 'HTML', 'Kubernetes']","['Computer Science', 'Software Engineering']",56.0
787,"['CSS', 'C#']",AI/ML,"['HTML', 'Data Analysis', 'C#', 'React', 'Java']",['Software Engineering'],14.0
788,"['Spring Boot', 'Python', 'CSS', 'C#', 'Kubernetes']",Physics,"['Machine Learning', 'HTML', 'React', 'Python']","['Mathematics', 'Mechanical Engineering', 'Physics']",47.5
789,"['React', 'Java']",Data Science,"['Data Analysis', 'CSS', 'Java', 'C#', 'Spring Boot', 'AWS']",['Computer Science'],11.67
790,"['Java', 'Docker', 'Data Analysis']",Electrical Engineering,"['C#', 'CSS', 'Docker', 'Machine Learning', 'Data Analysis']","['Computer Science', 'Software Engineering']",28.0
791,"['TensorFlow', 'Python', 'Docker', 'Spring Boot']",Software Engineering,"['Docker', 'React', 'CSS', 'TensorFlow', 'AWS']","['Computer Science', 'Electrical Engineering']",28.0
792,"['Data Analysis', 'SQL', 'Python', 'Docker', 'Kubernetes']",Electrical Engineering,"['Python', 'Data Analysis', 'CSS', 'Docker', 'Machine Learning', 'TensorFlow']",['Software Engineering'],35.0
793,"['TensorFlow', 'Java', 'Data Analysis']",Physics,"['Data Analysis', 'AWS', 'Java', 'C#', 'TensorFlow']",['AI/ML'],42.0
794,"['HTML', 'Docker']",Physics,"['HTML', 'CSS', 'AWS', 'Java', 'Spring Boot']","['Physics', 'Mechanical Engineering']",44.0
795,"['React', 'C#', 'TensorFlow', 'Docker']",Software Engineering,"['Python', 'HTML', 'Data Analysis']","['Electrical Engineering', 'AI/ML']",0.0
796,"['Docker', 'Java']",Mechanical Engineering,"['Spring Boot', 'C#', 'HTML', 'React']","['Software Engineering', 'Physics', 'Data Science']",0.0
797,"['SQL', 'Java', 'Spring Boot', 'Machine Learning']",Mathematics,"['Kubernetes', 'Docker', 'HTML']","['Computer Science', 'Physics', 'Electrical Engineering']",0.0
798,"['Java', 'TensorFlow', 'AWS']",Computer Science,"['AWS', 'Machine Learning', 'React']","['Mathematics', 'Data Science']",23.33
799,"['AWS', 'TensorFlow', 'Data Analysis']",Mathematics,"['TensorFlow', 'SQL', 'Python', 'Spring Boot', 'Kubernetes', 'Machine Learning']","['Physics', 'AI/ML']",11.67
800,"['Java', 'AWS', 'React']",Mechanical Engineering,"['Docker', 'TensorFlow', 'HTML', 'Java', 'C#']","['Mathematics', 'Software Engineering', 'Electrical Engineering']",14.0
801,"['Kubernetes', 'Java', 'Docker']",Software Engineering,"['C#', 'Data Analysis', 'SQL', 'AWS', 'Machine Learning']","['AI/ML', 'Electrical Engineering']",0.0
802,"['C#', 'React']",Mathematics,"['Java', 'Docker', 'Python', 'HTML', 'Data Analysis', 'C#']","['Physics', 'Data Science', 'Electrical Engineering']",11.67
803,"['AWS', 'C#', 'React', 'Data Analysis']",Mathematics,"['Spring Boot', 'Kubernetes', 'Machine Learning', 'HTML', 'React', 'CSS']","['Software Engineering', 'Mathematics']",41.67
804,"['Kubernetes', 'Docker', 'C#', 'Java']",Physics,"['CSS', 'HTML', 'Data Analysis', 'Kubernetes']","['Mathematics', 'Software Engineering', 'Computer Science']",17.5
805,"['CSS', 'AWS', 'HTML', 'C#', 'Machine Learning']",Physics,"['TensorFlow', 'Kubernetes', 'React', 'CSS']",['Mathematics'],17.5
806,"['React', 'Kubernetes', 'Java', 'C#', 'TensorFlow']",Software Engineering,"['Data Analysis', 'Python', 'React', 'AWS', 'Docker', 'CSS']","['Software Engineering', 'AI/ML', 'Physics']",41.67
807,"['AWS', 'HTML']",Physics,"['React', 'Python', 'Spring Boot', 'CSS']","['Electrical Engineering', 'Data Science', 'Computer Science']",0.0
808,"['C#', 'AWS', 'SQL', 'Docker']",Mathematics,"['Spring Boot', 'React', 'SQL', 'Kubernetes', 'Docker', 'Python']","['Data Science', 'Mechanical Engineering']",23.33
809,"['TensorFlow', 'C#', 'Java', 'Kubernetes']",Software Engineering,"['TensorFlow', 'AWS', 'Machine Learning', 'CSS', 'React', 'Docker']","['Software Engineering', 'Mathematics']",41.67
